MoleculeId,PredictedProbability
385,0.541789
386,0.540402
387,0.545611
388,0.544287
389,0.540370
390,0.546333
391,0.546055
392,0.541694
393,0.543072
394,0.543317
395,0.541483
396,0.541006
397,0.546810
398,0.545107
399,0.544998
400,0.540986
401,0.542332
402,0.544656
403,0.544814
404,0.546935
405,0.542403
406,0.543206
407,0.543069
408,0.543206
409,0.541332
410,0.541114
411,0.545220
412,0.548109
413,0.548826
414,0.539796
415,0.539722
416,0.541964
417,0.545564
418,0.544731
419,0.543888
420,0.548684
421,0.547715
422,0.538797
423,0.540500
424,0.544543
425,0.539580
426,0.542715
427,0.541903
428,0.544845
429,0.543112
430,0.543206
431,0.544012
432,0.545738
433,0.544572
434,0.548357
435,0.543284
436,0.548393
437,0.542802
438,0.542855
439,0.541072
440,0.539815
441,0.547059
442,0.541740
443,0.543480
444,0.547919
445,0.542707
446,0.542101
447,0.542559
448,0.543408
449,0.539674
450,0.544362
451,0.542812
452,0.539036
453,0.539671
454,0.544349
455,0.543509
456,0.546229
457,0.541425
458,0.545970
459,0.544427
460,0.546782
461,0.547266
462,0.539202
463,0.546057
464,0.542193
465,0.540809
466,0.542646
467,0.540867
468,0.544661
469,0.541491
470,0.542334
471,0.548922
472,0.540606
473,0.542292
474,0.538812
475,0.541361
476,0.545837
477,0.540699
478,0.541050
479,0.542121
480,0.546388
481,0.543288
482,0.539360
483,0.543576
484,0.544047
485,0.542266
486,0.542522
487,0.540703
488,0.545018
489,0.544302
490,0.542951
491,0.541479
492,0.540796
493,0.538999
494,0.544010
495,0.541173
496,0.540087
497,0.539045
498,0.540109
499,0.541088
500,0.543629
501,0.543397
502,0.545556
503,0.539399
504,0.541047
505,0.543749
506,0.543942
507,0.540673
508,0.539820
509,0.544551
510,0.542336
511,0.542271
512,0.545389
513,0.543000
514,0.540698
515,0.541551
516,0.543501
517,0.540131
518,0.543507
519,0.543102
520,0.539342
521,0.543664
522,0.545965
523,0.544999
524,0.543318
525,0.539981
526,0.541715
527,0.544517
528,0.544584
529,0.543018
530,0.545507
531,0.540552
532,0.541197
533,0.543194
534,0.545910
535,0.546192
536,0.540764
537,0.541827
538,0.541498
539,0.540283
540,0.540903
541,0.540005
542,0.539527
543,0.548634
544,0.541145
545,0.542176
546,0.545847
547,0.538432
548,0.542776
549,0.548338
550,0.540632
551,0.543863
552,0.543759
553,0.546276
554,0.542093
555,0.543450
556,0.542432
557,0.543790
558,0.541933
559,0.542161
560,0.543479
561,0.546476
562,0.542613
563,0.542873
564,0.546083
565,0.543511
566,0.545451
567,0.544259
568,0.541732
569,0.539531
570,0.544704
571,0.547416
572,0.544675
573,0.546498
574,0.543918
575,0.543850
576,0.540238
577,0.544202
578,0.542184
579,0.544905
580,0.543890
581,0.549426
582,0.546745
583,0.541389
584,0.541594
585,0.542656
586,0.543423
587,0.542802
588,0.546835
589,0.544810
590,0.542368
591,0.540275
592,0.543884
593,0.542579
594,0.540643
595,0.540544
596,0.542829
597,0.543426
598,0.543726
599,0.541023
600,0.547668
601,0.544982
602,0.540955
603,0.543733
604,0.544442
605,0.544888
606,0.545661
607,0.540545
608,0.541528
609,0.546299
610,0.545213
611,0.540882
612,0.545783
613,0.543579
614,0.539414
615,0.546465
616,0.542203
617,0.543020
618,0.545645
619,0.542636
620,0.545856
621,0.540157
622,0.546211
623,0.540950
624,0.547141
625,0.545030
626,0.541900
627,0.541894
628,0.547322
629,0.542037
630,0.543847
631,0.545009
632,0.541240
633,0.543159
634,0.545535
635,0.541930
636,0.542624
637,0.543117
638,0.541193
639,0.541359
640,0.540872
641,0.546225
642,0.545240
643,0.542273
644,0.540827
645,0.544767
646,0.546888
647,0.544350
648,0.546116
649,0.539080
650,0.543899
651,0.540305
652,0.546966
653,0.543605
654,0.542313
655,0.545561
656,0.544983
657,0.544905
658,0.544578
659,0.539121
660,0.545638
661,0.540926
662,0.547856
663,0.545625
664,0.538545
665,0.543774
666,0.542845
667,0.543211
668,0.539613
669,0.541556
670,0.541951
671,0.542287
672,0.543521
673,0.538829
674,0.548343
675,0.541516
676,0.538968
677,0.550011
678,0.542139
679,0.543974
680,0.541715
681,0.542069
682,0.541020
683,0.549252
684,0.541943
685,0.543420
686,0.542418
687,0.540916
688,0.542725
689,0.540259
690,0.545924
691,0.546021
692,0.545837
693,0.540848
694,0.541455
695,0.543635
696,0.543775
697,0.542984
698,0.547558
699,0.540379
700,0.542299
701,0.543905
702,0.541788
703,0.541542
704,0.543309
705,0.544003
706,0.543889
707,0.547126
708,0.540695
709,0.549589
710,0.541007
711,0.544919
712,0.542791
713,0.545901
714,0.541368
715,0.543228
716,0.538963
717,0.546265
718,0.543027
719,0.550596
720,0.542449
721,0.540422
722,0.542983
723,0.541471
724,0.546163
725,0.542816
726,0.543836
727,0.545861
728,0.541706
729,0.541409
730,0.539984
731,0.543042
732,0.540684
733,0.541406
734,0.546627
735,0.547305
736,0.543422
737,0.547722
738,0.543337
739,0.541357
740,0.545538
741,0.541447
742,0.541798
743,0.545175
744,0.543556
745,0.543974
746,0.540927
747,0.541247
748,0.538781
749,0.539631
750,0.539483
751,0.539769
752,0.545282
753,0.545582
754,0.544723
755,0.539429
756,0.546768
757,0.541882
758,0.542689
759,0.546249
760,0.542108
761,0.545303
762,0.543660
763,0.545072
764,0.541952
765,0.544595
766,0.546095
767,0.546778
768,0.543611
769,0.540198
770,0.543099
771,0.546688
772,0.547569
773,0.539993
774,0.541005
775,0.546270
776,0.545425
777,0.549160
778,0.545728
779,0.542359
780,0.541742
781,0.542762
782,0.544855
783,0.543404
784,0.547247
785,0.545823
786,0.543524
787,0.546492
788,0.545181
789,0.542551
790,0.544864
791,0.544742
792,0.540730
793,0.542115
794,0.541196
795,0.541666
796,0.541027
797,0.540975
798,0.541650
799,0.541291
800,0.544001
801,0.549985
802,0.544628
803,0.542942
804,0.546420
805,0.542038
806,0.542415
807,0.542429
808,0.543933
809,0.549442
810,0.545882
811,0.541696
812,0.539548
813,0.546706
814,0.539552
815,0.544879
816,0.546642
817,0.540442
818,0.542223
819,0.541089
820,0.544395
821,0.549728
822,0.546421
823,0.543429
824,0.547013
825,0.543902
826,0.545413
827,0.550652
828,0.540428
829,0.545655
830,0.540151
831,0.545391
832,0.544820
833,0.545863
834,0.543788
835,0.545562
836,0.543809
837,0.544760
838,0.538540
839,0.540949
840,0.548705
841,0.539888
842,0.543982
843,0.540738
844,0.547466
845,0.542104
846,0.540733
847,0.541730
848,0.542185
849,0.541401
850,0.540413
851,0.540074
852,0.545565
853,0.543888
854,0.540299
855,0.540182
856,0.539172
857,0.545540
858,0.542931
859,0.543772
860,0.541862
861,0.546033
862,0.544519
863,0.541954
864,0.542860
865,0.539638
866,0.543614
867,0.543193
868,0.548478
869,0.540807
870,0.543887
871,0.543191
872,0.541580
873,0.542254
874,0.548265
875,0.544477
876,0.542790
877,0.540090
878,0.541530
879,0.545511
880,0.548825
881,0.544235
882,0.542057
883,0.541683
884,0.542818
885,0.543313
886,0.540828
887,0.540428
888,0.539365
889,0.541020
890,0.536898
891,0.539266
892,0.542450
893,0.546458
894,0.546873
895,0.545671
896,0.539494
897,0.542261
898,0.541664
899,0.542409
900,0.540527
901,0.545231
902,0.543734
903,0.547171
904,0.543452
905,0.539555
906,0.546238
907,0.542061
908,0.540489
909,0.542560
910,0.545641
911,0.542028
912,0.543797
913,0.544898
914,0.539956
915,0.539722
916,0.542745
917,0.542026
918,0.541503
919,0.543770
920,0.541930
921,0.543058
922,0.543557
923,0.540198
924,0.542533
925,0.540797
926,0.541876
927,0.540158
928,0.544484
929,0.541016
930,0.546603
931,0.543317
932,0.542935
933,0.547870
934,0.541552
935,0.544519
936,0.540859
937,0.543931
938,0.541326
939,0.540605
940,0.547117
941,0.538981
942,0.540202
943,0.540376
944,0.545891
945,0.543706
946,0.541582
947,0.539780
948,0.541240
949,0.545348
950,0.541137
951,0.540356
952,0.540957
953,0.542511
954,0.544926
955,0.545564
956,0.547790
957,0.539414
958,0.541782
959,0.540672
960,0.536722
961,0.539725
962,0.546739
963,0.539505
964,0.547534
965,0.545428
966,0.542084
967,0.545860
968,0.543408
969,0.541201
970,0.550238
971,0.542648
972,0.548649
973,0.540847
974,0.541937
975,0.543029
976,0.544118
977,0.546879
978,0.543952
979,0.539408
980,0.538736
981,0.539927
982,0.546362
983,0.542564
984,0.547917
985,0.544589
986,0.545403
987,0.542531
988,0.543440
989,0.543048
990,0.544912
991,0.544878
992,0.542712
993,0.543698
994,0.539984
995,0.542766
996,0.541475
997,0.546779
998,0.543055
999,0.540718
1000,0.545924
1001,0.540739
1002,0.540423
1003,0.540988
1004,0.544858
1005,0.540184
1006,0.539584
1007,0.538987
1008,0.547388
1009,0.542890
1010,0.543654
1011,0.542140
1012,0.545620
1013,0.542653
1014,0.539840
1015,0.542784
1016,0.541292
1017,0.551123
1018,0.540756
1019,0.545483
1020,0.540231
1021,0.540418
1022,0.538729
1023,0.543820
1024,0.543511
1025,0.545664
1026,0.548648
1027,0.547931
1028,0.539052
1029,0.546221
1030,0.543678
1031,0.542468
1032,0.540634
1033,0.539524
1034,0.543820
1035,0.540132
1036,0.545846
1037,0.545255
1038,0.540511
1039,0.543326
1040,0.546544
1041,0.545463
1042,0.544570
1043,0.538074
1044,0.539674
1045,0.545350
1046,0.540042
1047,0.545138
1048,0.540238
1049,0.546946
1050,0.543196
1051,0.545806
1052,0.542032
1053,0.547462
1054,0.539459
1055,0.542793
1056,0.542410
1057,0.541726
1058,0.542723
1059,0.544371
1060,0.540963
1061,0.544612
1062,0.539238
1063,0.542826
1064,0.547010
1065,0.543390
1066,0.541635
1067,0.543613
1068,0.544568
1069,0.544410
1070,0.539942
1071,0.546059
1072,0.540265
1073,0.546324
1074,0.540928
1075,0.543204
1076,0.546477
1077,0.540614
1078,0.541979
1079,0.542621
1080,0.548467
1081,0.546318
1082,0.541764
1083,0.540007
1084,0.541908
1085,0.544520
1086,0.546436
1087,0.542003
1088,0.539253
1089,0.540921
1090,0.544163
1091,0.541424
1092,0.539287
1093,0.543173
1094,0.542944
1095,0.540464
1096,0.541720
1097,0.540071
1098,0.542974
1099,0.540117
1100,0.543990
1101,0.545206
1102,0.540366
1103,0.542058
1104,0.542579
1105,0.541639
1106,0.539132
1107,0.543701
1108,0.540580
1109,0.541003
1110,0.539507
1111,0.544538
1112,0.540217
1113,0.543761
1114,0.546599
1115,0.545845
1116,0.542636
1117,0.549466
1118,0.543141
1119,0.541734
1120,0.541224
1121,0.545307
1122,0.549094
1123,0.543847
1124,0.542920
1125,0.541029
1126,0.543958
1127,0.541935
1128,0.542208
1129,0.544279
1130,0.547100
1131,0.544470
1132,0.538006
1133,0.541443
1134,0.545715
1135,0.545179
1136,0.545842
1137,0.540702
1138,0.540416
1139,0.544006
1140,0.542157
1141,0.545735
1142,0.549220
1143,0.547369
1144,0.541608
1145,0.548643
1146,0.540732
1147,0.543551
1148,0.541083
1149,0.543513
1150,0.540131
1151,0.542581
1152,0.541603
1153,0.544012
1154,0.544646
1155,0.542730
1156,0.541511
1157,0.545914
1158,0.543093
1159,0.546094
1160,0.543059
1161,0.543974
1162,0.548441
1163,0.545321
1164,0.543399
1165,0.542817
1166,0.542106
1167,0.540279
1168,0.541757
1169,0.540718
1170,0.540105
1171,0.542913
1172,0.543205
1173,0.540621
1174,0.545154
1175,0.540902
1176,0.541383
1177,0.544289
1178,0.539347
1179,0.540895
1180,0.545131
1181,0.542016
1182,0.542939
1183,0.541037
1184,0.540172
1185,0.542756
1186,0.546905
1187,0.544148
1188,0.547970
1189,0.543627
1190,0.545304
1191,0.543647
1192,0.539067
1193,0.540741
1194,0.545983
1195,0.541210
1196,0.542744
1197,0.542381
1198,0.547115
1199,0.539596
1200,0.543429
1201,0.541706
1202,0.543512
1203,0.546504
1204,0.547931
1205,0.543854
1206,0.544190
1207,0.547046
1208,0.543218
1209,0.545114
1210,0.541696
1211,0.547243
1212,0.546585
1213,0.543594
1214,0.547035
1215,0.538646
1216,0.542605
1217,0.538591
1218,0.542001
1219,0.545663
1220,0.543499
1221,0.540725
1222,0.539317
1223,0.542423
1224,0.544464
1225,0.545807
1226,0.545954
1227,0.539292
1228,0.544413
1229,0.543851
1230,0.542188
1231,0.545802
1232,0.546169
1233,0.545018
1234,0.543292
1235,0.542342
1236,0.547453
1237,0.542462
1238,0.540900
1239,0.540982
1240,0.542836
1241,0.545120
1242,0.539084
1243,0.539800
1244,0.547719
1245,0.549324
1246,0.541953
1247,0.544973
1248,0.541732
1249,0.538835
1250,0.544489
1251,0.544547
1252,0.541791
1253,0.546694
1254,0.544655
1255,0.540446
1256,0.543669
1257,0.547584
1258,0.540100
1259,0.538959
1260,0.542748
1261,0.541601
1262,0.539471
1263,0.540327
1264,0.541151
1265,0.544308
1266,0.540932
1267,0.543122
1268,0.540015
1269,0.544182
1270,0.541034
1271,0.547778
1272,0.542138
1273,0.539479
1274,0.545929
1275,0.538989
1276,0.543737
1277,0.547740
1278,0.545902
1279,0.542224
1280,0.546590
1281,0.540101
1282,0.544176
1283,0.539658
1284,0.541708
1285,0.542576
1286,0.542485
1287,0.542129
1288,0.540929
1289,0.545301
1290,0.548372
1291,0.544660
1292,0.541741
1293,0.540437
1294,0.544671
1295,0.546993
1296,0.544630
1297,0.546242
1298,0.544660
1299,0.547472
1300,0.542686
1301,0.541785
1302,0.540688
1303,0.537944
1304,0.543459
1305,0.542581
1306,0.539014
1307,0.546959
1308,0.542575
1309,0.540373
1310,0.542159
1311,0.542900
1312,0.544448
1313,0.546756
1314,0.548682
1315,0.544542
1316,0.545709
1317,0.544917
1318,0.544748
1319,0.548205
1320,0.539410
1321,0.539310
1322,0.544194
1323,0.543081
1324,0.544212
1325,0.543973
1326,0.545922
1327,0.542142
1328,0.544007
1329,0.544783
1330,0.543482
1331,0.542036
1332,0.544900
1333,0.541234
1334,0.544757
1335,0.544844
1336,0.543116
1337,0.543887
1338,0.541889
1339,0.541444
1340,0.539004
1341,0.542574
1342,0.539665
1343,0.548944
1344,0.540264
1345,0.540618
1346,0.546802
1347,0.548429
1348,0.543454
1349,0.544956
1350,0.541869
1351,0.542565
1352,0.539811
1353,0.544706
1354,0.544472
1355,0.539587
1356,0.546739
1357,0.544601
1358,0.543558
1359,0.540773
1360,0.539707
1361,0.541355
1362,0.540778
1363,0.546485
1364,0.543132
1365,0.545465
1366,0.541862
1367,0.545734
1368,0.544408
1369,0.541465
1370,0.545118
1371,0.542737
1372,0.542039
1373,0.539927
1374,0.544226
1375,0.545558
1376,0.541067
1377,0.539184
1378,0.540953
1379,0.543310
1380,0.542914
1381,0.540273
1382,0.543250
1383,0.543668
1384,0.542997
1385,0.545646
1386,0.543731
1387,0.542550
1388,0.540560
1389,0.540786
1390,0.542109
1391,0.542634
1392,0.543601
1393,0.548059
1394,0.541084
1395,0.544120
1396,0.542578
1397,0.541816
1398,0.542224
1399,0.542940
1400,0.543118
1401,0.545361
1402,0.541847
1403,0.547196
1404,0.539883
1405,0.541789
1406,0.542249
1407,0.547041
1408,0.540356
1409,0.542283
1410,0.540772
1411,0.543956
1412,0.541566
1413,0.539597
1414,0.545235
1415,0.541752
1416,0.542022
1417,0.544614
1418,0.545646
1419,0.542402
1420,0.538985
1421,0.542037
1422,0.541634
1423,0.541516
1424,0.544485
1425,0.544689
1426,0.539396
1427,0.541268
1428,0.542541
1429,0.543780
1430,0.541218
1431,0.543835
1432,0.543458
1433,0.545062
1434,0.541517
1435,0.542367
1436,0.541573
1437,0.538481
1438,0.540150
1439,0.543156
1440,0.543178
1441,0.542279
1442,0.542653
1443,0.551861
1444,0.541532
1445,0.540741
1446,0.544620
1447,0.546324
1448,0.543258
1449,0.544650
1450,0.543485
1451,0.544318
1452,0.540929
1453,0.539329
1454,0.549089
1455,0.540283
1456,0.540235
1457,0.544528
1458,0.541010
1459,0.540172
1460,0.542636
1461,0.542816
1462,0.544991
1463,0.543244
1464,0.543145
1465,0.543596
1466,0.546688
1467,0.546081
1468,0.539722
1469,0.540161
1470,0.542800
1471,0.539020
1472,0.550921
1473,0.549660
1474,0.545216
1475,0.540098
1476,0.540735
1477,0.543748
1478,0.551002
1479,0.546027
1480,0.542724
1481,0.544952
1482,0.544065
1483,0.542427
1484,0.545092
1485,0.543534
1486,0.540637
1487,0.543956
1488,0.542396
1489,0.542022
1490,0.548142
1491,0.542977
1492,0.541055
1493,0.543363
1494,0.541221
1495,0.544253
1496,0.542456
1497,0.544670
1498,0.541046
1499,0.546486
1500,0.542723
1501,0.540984
1502,0.548967
1503,0.542535
1504,0.542924
1505,0.544015
1506,0.546268
1507,0.545392
1508,0.544183
1509,0.541837
1510,0.540812
1511,0.541200
1512,0.541089
1513,0.544991
1514,0.542937
1515,0.544586
1516,0.542344
1517,0.539437
1518,0.549359
1519,0.546573
1520,0.546262
1521,0.546744
1522,0.540733
1523,0.543859
1524,0.546634
1525,0.543341
1526,0.544330
1527,0.541834
1528,0.540517
1529,0.541140
1530,0.542289
1531,0.540305
1532,0.544270
1533,0.543375
1534,0.539653
1535,0.539540
1536,0.544526
1537,0.546815
1538,0.550122
1539,0.547335
1540,0.539488
1541,0.540397
1542,0.544255
1543,0.543553
1544,0.544308
1545,0.545457
1546,0.542839
1547,0.542390
1548,0.542977
1549,0.542534
1550,0.545745
1551,0.540945
1552,0.543284
1553,0.542029
1554,0.544466
1555,0.541538
1556,0.542680
1557,0.548042
1558,0.544104
1559,0.544245
1560,0.546908
1561,0.541409
1562,0.541797
1563,0.545749
1564,0.543174
1565,0.540461
1566,0.548353
1567,0.540608
1568,0.542098
1569,0.545781
1570,0.541673
1571,0.545488
1572,0.542375
1573,0.543724
1574,0.543385
1575,0.542688
1576,0.543554
1577,0.542281
1578,0.545938
1579,0.542853
1580,0.539528
1581,0.542092
1582,0.546575
1583,0.540988
1584,0.546504
1585,0.544769
1586,0.546832
1587,0.539061
1588,0.540273
1589,0.546764
1590,0.541221
1591,0.544286
1592,0.545255
1593,0.542217
1594,0.542310
1595,0.539521
1596,0.546280
1597,0.543841
1598,0.545414
1599,0.543152
1600,0.541826
1601,0.542157
1602,0.540743
1603,0.541099
1604,0.541621
1605,0.543053
1606,0.543473
1607,0.539421
1608,0.540320
1609,0.544894
1610,0.541354
1611,0.543455
1612,0.545074
1613,0.543161
1614,0.542113
1615,0.542593
1616,0.541300
1617,0.541343
1618,0.544486
1619,0.541457
1620,0.542031
1621,0.540678
1622,0.546645
1623,0.543484
1624,0.547675
1625,0.540820
1626,0.541751
1627,0.541106
1628,0.541139
1629,0.542162
1630,0.541020
1631,0.544774
1632,0.546137
1633,0.542620
1634,0.541800
1635,0.539271
1636,0.544054
1637,0.539536
1638,0.540473
1639,0.542751
1640,0.547621
1641,0.542085
1642,0.540144
1643,0.542973
1644,0.542358
1645,0.540129
1646,0.545901
1647,0.539786
1648,0.540330
1649,0.548642
1650,0.542429
1651,0.544114
1652,0.541532
1653,0.541866
1654,0.542209
1655,0.545653
1656,0.540029
1657,0.551678
1658,0.539375
1659,0.540022
1660,0.544278
1661,0.540850
1662,0.539954
1663,0.544704
1664,0.542706
1665,0.539128
1666,0.542380
1667,0.544058
1668,0.545777
1669,0.541147
1670,0.545576
1671,0.541542
1672,0.543651
1673,0.546978
1674,0.542379
1675,0.540699
1676,0.541478
1677,0.543234
1678,0.541742
1679,0.541608
1680,0.539682
1681,0.538776
1682,0.540735
1683,0.546265
1684,0.543906
1685,0.540925
1686,0.544015
1687,0.544157
1688,0.540671
1689,0.544512
1690,0.546210
1691,0.542363
1692,0.539541
1693,0.540931
1694,0.549722
1695,0.546932
1696,0.547755
1697,0.541961
1698,0.541345
1699,0.547171
1700,0.544844
1701,0.540083
1702,0.543080
1703,0.538453
1704,0.546084
1705,0.545664
1706,0.542713
1707,0.541624
1708,0.541267
1709,0.544657
1710,0.540110
1711,0.545191
1712,0.543660
1713,0.540885
1714,0.542388
1715,0.540888
1716,0.543186
1717,0.542107
1718,0.546837
1719,0.545650
1720,0.543523
1721,0.541727
1722,0.542189
1723,0.543278
1724,0.541569
1725,0.542920
1726,0.541661
1727,0.543632
1728,0.543180
1729,0.541962
1730,0.542979
1731,0.542144
1732,0.544140
1733,0.540658
1734,0.541972
1735,0.540748
1736,0.544089
1737,0.545811
1738,0.539265
1739,0.541789
1740,0.539073
1741,0.541781
1742,0.545650
1743,0.542581
1744,0.542410
1745,0.543268
1746,0.546023
1747,0.541255
1748,0.547346
1749,0.551094
1750,0.546241
1751,0.541478
1752,0.544222
1753,0.540598
1754,0.541949
1755,0.541762
1756,0.543661
1757,0.547528
1758,0.541620
1759,0.541846
1760,0.542344
1761,0.541839
1762,0.541661
1763,0.544440
1764,0.542268
1765,0.542149
1766,0.544685
1767,0.544719
1768,0.540201
1769,0.540999
1770,0.540145
1771,0.540436
1772,0.540559
1773,0.543511
1774,0.539814
1775,0.544777
1776,0.544497
1777,0.542952
1778,0.542874
1779,0.547843
1780,0.541312
1781,0.541054
1782,0.546678
1783,0.542630
1784,0.542284
1785,0.543650
1786,0.545830
1787,0.551664
1788,0.543865
1789,0.545309
1790,0.544515
1791,0.542235
1792,0.543336
1793,0.540656
1794,0.542658
1795,0.542306
1796,0.541859
1797,0.546909
1798,0.547965
1799,0.546744
1800,0.539960
1801,0.541010
1802,0.544013
1803,0.543107
1804,0.545173
1805,0.544914
1806,0.541381
1807,0.546998
1808,0.539812
1809,0.542122
1810,0.543353
1811,0.539745
1812,0.539569
1813,0.541288
1814,0.542211
1815,0.546467
1816,0.547791
1817,0.539531
1818,0.539821
1819,0.545882
1820,0.540199
1821,0.543408
1822,0.548474
1823,0.544051
1824,0.542523
1825,0.546844
1826,0.545138
1827,0.544886
1828,0.543963
1829,0.539203
1830,0.540689
1831,0.541830
1832,0.547327
1833,0.540989
1834,0.541129
1835,0.539016
1836,0.541191
1837,0.539649
1838,0.544087
1839,0.544916
1840,0.544212
1841,0.544965
1842,0.542174
1843,0.543544
1844,0.546067
1845,0.541936
1846,0.542541
1847,0.550585
1848,0.544140
1849,0.544210
1850,0.542946
1851,0.541672
1852,0.543380
1853,0.540993
1854,0.546389
1855,0.542891
1856,0.543081
1857,0.542539
1858,0.547764
1859,0.542581
1860,0.542431
1861,0.547539
1862,0.543931
1863,0.539982
1864,0.543519
1865,0.544321
1866,0.544055
1867,0.545731
1868,0.543543
1869,0.541249
1870,0.545633
1871,0.543043
