MoleculeId,PredictedProbability
152,0.979439
153,0.017491
154,0.979427
155,0.979440
156,0.053270
157,0.037760
158,0.976750
159,0.112153
160,0.003571
161,0.978504
162,0.002790
163,0.003339
164,0.979440
165,0.979440
166,0.003302
167,0.979439
168,0.979437
169,0.875006
170,0.979440
171,0.979440
172,0.979436
173,0.930350
174,0.003079
175,0.009344
176,0.979440
177,0.003262
178,0.018955
179,0.977899
180,0.011028
181,0.975444
182,0.004251
183,0.041126
184,0.009383
185,0.979440
186,0.932180
187,0.979438
188,0.014130
189,0.979440
190,0.979435
191,0.003358
192,0.979041
193,0.004475
194,0.979385
195,0.979440
196,0.003467
197,0.979439
198,0.979336
199,0.012294
200,0.003993
201,0.979349
202,0.009223
203,0.006052
204,0.021956
205,0.979439
206,0.979067
207,0.025109
208,0.979440
209,0.979440
210,0.002618
211,0.979018
212,0.979440
213,0.979440
214,0.019857
215,0.979426
216,0.979055
217,0.005008
218,0.979439
219,0.979439
220,0.978777
221,0.979440
222,0.021371
223,0.021166
224,0.979440
225,0.979440
226,0.003897
227,0.018900
228,0.979438
229,0.003946
230,0.978811
231,0.979437
232,0.979439
233,0.979288
234,0.067875
235,0.979440
236,0.979434
237,0.978524
238,0.004057
239,0.979440
240,0.979440
241,0.018737
242,0.006637
243,0.951867
244,0.008361
245,0.979053
246,0.979440
247,0.002751
248,0.005773
249,0.979439
250,0.067038
251,0.979440
252,0.003880
253,0.004399
254,0.979439
255,0.979439
256,0.015450
257,0.002833
258,0.025885
259,0.002783
260,0.002895
261,0.975551
262,0.002647
263,0.009583
264,0.344035
265,0.003697
266,0.979440
267,0.978001
268,0.002689
269,0.974013
270,0.979160
271,0.979440
272,0.979440
273,0.979438
274,0.979439
275,0.002735
276,0.014541
277,0.979439
278,0.852832
279,0.979422
280,0.002936
281,0.002601
282,0.979440
283,0.978881
284,0.004570
285,0.978792
286,0.978957
287,0.979440
288,0.979388
289,0.979440
290,0.002633
291,0.008000
292,0.003692
293,0.004143
294,0.979295
295,0.010638
296,0.005474
297,0.003515
298,0.979196
299,0.979440
300,0.979375
301,0.979435
302,0.004686
303,0.978916
304,0.571756
305,0.979440
306,0.979440
307,0.003144
308,0.979440
309,0.970988
310,0.979237
311,0.979440
312,0.007070
313,0.979433
314,0.004251
315,0.979410
316,0.002943
317,0.979440
318,0.003556
319,0.979434
320,0.004262
321,0.061853
322,0.979439
323,0.979392
324,0.979439
325,0.005184
326,0.979438
327,0.979438
328,0.979437
329,0.004079
330,0.093226
331,0.979440
332,0.020481
333,0.957641
334,0.039736
335,0.978903
336,0.979440
337,0.979439
338,0.024394
339,0.003143
340,0.979126
341,0.979392
342,0.979437
343,0.002797
344,0.175518
345,0.979440
346,0.979440
347,0.078782
348,0.004524
349,0.025338
350,0.979440
351,0.979404
352,0.977830
353,0.979434
354,0.969246
355,0.007114
356,0.004226
357,0.979440
358,0.965848
359,0.003643
360,0.979405
361,0.019675
362,0.979430
363,0.979440
364,0.045650
365,0.979440
366,0.074952
367,0.979149
368,0.002690
369,0.003502
370,0.023777
371,0.979419
372,0.009995
373,0.007640
374,0.003540
375,0.979440
376,0.979439
377,0.979288
378,0.979439
379,0.979138
380,0.003253
381,0.979206
382,0.979440
383,0.979412
384,0.395012
385,0.979440
386,0.019338
387,0.002994
388,0.004088
389,0.003376
390,0.979440
391,0.955759
392,0.020287
393,0.979207
394,0.979435
395,0.979440
396,0.007969
397,0.003095
398,0.044195
399,0.978491
400,0.979395
401,0.979440
402,0.979181
403,0.021790
404,0.979440
405,0.002647
406,0.012328
407,0.979440
408,0.978840
409,0.036242
410,0.972639
411,0.979434
412,0.979188
413,0.979440
414,0.966445
415,0.978409
416,0.979440
417,0.979439
418,0.979440
419,0.979226
420,0.017520
421,0.008598
422,0.474160
423,0.979438
424,0.976838
425,0.979440
426,0.007335
427,0.019710
428,0.979424
429,0.979440
430,0.012415
431,0.979438
432,0.979419
433,0.963016
434,0.002819
435,0.004877
436,0.003264
437,0.979440
438,0.978782
439,0.006087
440,0.003251
441,0.978284
442,0.979433
443,0.979439
444,0.004175
445,0.979439
446,0.979440
447,0.945157
448,0.003057
449,0.002603
450,0.979417
451,0.008496
452,0.978879
453,0.003670
454,0.979438
455,0.006592
456,0.979096
457,0.019703
458,0.004995
459,0.035237
460,0.979428
461,0.973324
462,0.979356
463,0.979409
464,0.979433
465,0.978775
466,0.003067
467,0.003159
468,0.002987
469,0.979420
470,0.029774
471,0.002787
472,0.979439
473,0.758836
474,0.004861
475,0.006536
476,0.005630
477,0.030159
478,0.749584
479,0.979383
480,0.003122
481,0.008367
482,0.030412
483,0.979439
484,0.979439
485,0.003244
486,0.979290
487,0.009689
488,0.002731
489,0.016508
490,0.018267
491,0.003221
492,0.003798
493,0.976369
494,0.979440
495,0.003007
496,0.979440
497,0.958320
498,0.943638
499,0.004881
500,0.002613
501,0.979099
502,0.979424
503,0.979299
504,0.015117
505,0.979347
506,0.978433
507,0.004037
508,0.003913
509,0.979439
510,0.031426
511,0.979249
512,0.962733
513,0.006834
514,0.979435
515,0.979438
516,0.002645
517,0.073385
518,0.003979
519,0.933711
520,0.979439
521,0.979098
522,0.979440
523,0.979423
524,0.002618
525,0.978993
526,0.002997
527,0.979409
528,0.979146
529,0.002943
530,0.979433
531,0.979440
532,0.002667
533,0.010387
534,0.003703
535,0.002721
536,0.011185
537,0.979438
538,0.002855
539,0.979439
540,0.003147
541,0.002610
542,0.015513
543,0.979438
544,0.979389
545,0.979435
546,0.933908
547,0.979269
548,0.975549
549,0.979131
550,0.979440
551,0.023422
552,0.943392
553,0.016689
554,0.011366
555,0.009316
556,0.979438
557,0.858363
558,0.979417
559,0.979440
560,0.979440
561,0.979440
562,0.979440
563,0.950704
564,0.979423
565,0.011615
566,0.912223
567,0.847389
568,0.814740
569,0.979428
570,0.006113
571,0.943563
572,0.022715
573,0.004043
574,0.979440
575,0.964709
576,0.037181
577,0.979422
578,0.014339
579,0.979343
580,0.002896
581,0.978494
582,0.979404
583,0.002692
584,0.979440
585,0.979440
586,0.979401
587,0.979440
588,0.004387
589,0.002710
590,0.979038
591,0.979438
592,0.014748
593,0.979377
594,0.979439
595,0.979430
596,0.011049
597,0.016609
598,0.979440
599,0.979440
600,0.004584
601,0.971243
602,0.957511
603,0.979251
604,0.005074
605,0.349442
606,0.018500
607,0.012126
608,0.004652
609,0.003018
610,0.979194
611,0.979178
612,0.979396
613,0.978500
614,0.979391
615,0.979439
616,0.979103
617,0.003226
618,0.979184
619,0.006631
620,0.979436
621,0.979429
622,0.979433
623,0.979437
624,0.002606
625,0.004839
626,0.979440
627,0.003028
628,0.979394
629,0.017111
630,0.024670
631,0.029522
632,0.011310
633,0.979440
634,0.979440
635,0.979439
636,0.979419
637,0.979440
638,0.011021
639,0.979439
640,0.005494
641,0.023995
642,0.028702
643,0.012751
644,0.014636
645,0.018354
646,0.937103
647,0.022365
648,0.979440
649,0.978006
650,0.979437
651,0.979427
652,0.002736
653,0.005850
654,0.003039
655,0.002653
656,0.979440
657,0.452365
658,0.006474
659,0.969408
660,0.008300
661,0.003452
662,0.979438
663,0.004441
664,0.979440
665,0.979417
666,0.002691
667,0.024265
668,0.979440
669,0.005442
670,0.023468
671,0.017038
672,0.979244
673,0.979439
674,0.978447
675,0.979188
676,0.003451
677,0.013021
678,0.007178
679,0.979425
680,0.002712
681,0.002936
682,0.979419
683,0.003778
684,0.979437
685,0.979440
686,0.009767
687,0.010066
688,0.977448
689,0.004778
690,0.979440
691,0.979434
692,0.979188
693,0.978737
694,0.979439
695,0.002664
696,0.979440
697,0.979017
698,0.011447
699,0.979259
700,0.979414
701,0.979322
702,0.002708
703,0.979379
704,0.979440
705,0.979437
706,0.003830
707,0.979003
708,0.977268
709,0.979128
710,0.979417
711,0.002819
712,0.979440
713,0.979379
714,0.015425
715,0.977067
716,0.978379
717,0.067291
718,0.979413
719,0.979417
720,0.979296
721,0.979438
722,0.897208
723,0.978872
724,0.003595
725,0.006249
726,0.008808
727,0.014901
728,0.008824
729,0.016066
730,0.979289
731,0.951240
732,0.053066
733,0.978815
734,0.009577
735,0.002955
736,0.024219
737,0.004057
738,0.044325
739,0.979426
740,0.979418
741,0.915704
742,0.978534
743,0.002808
744,0.979399
745,0.974628
746,0.003081
747,0.016383
748,0.979139
749,0.979440
750,0.979419
751,0.003487
752,0.979440
753,0.979438
754,0.979388
755,0.979424
756,0.979440
757,0.979435
758,0.859773
759,0.979440
760,0.008811
761,0.979433
762,0.979437
763,0.979439
764,0.979434
765,0.005143
766,0.002881
767,0.979419
768,0.979309
769,0.027914
770,0.977210
771,0.002781
772,0.002601
773,0.016520
774,0.004300
775,0.979424
776,0.979440
777,0.979428
778,0.979175
779,0.011742
780,0.979440
781,0.979440
782,0.979439
783,0.199524
784,0.979440
785,0.007587
786,0.979440
787,0.978477
788,0.978430
789,0.900799
790,0.014808
791,0.934617
792,0.002911
793,0.004061
794,0.002604
795,0.743163
796,0.979440
797,0.979418
798,0.002662
799,0.201524
800,0.979440
801,0.002906
802,0.978547
803,0.978987
804,0.979362
805,0.979440
806,0.979067
807,0.962522
808,0.014637
809,0.005207
810,0.003869
811,0.979431
812,0.979410
813,0.029326
814,0.979421
815,0.488252
816,0.978480
817,0.006440
818,0.979440
819,0.978886
820,0.979437
821,0.005171
822,0.018494
823,0.004711
824,0.011437
825,0.978981
826,0.979440
827,0.003680
828,0.979425
829,0.979406
830,0.979423
831,0.979439
832,0.979440
833,0.004578
834,0.978917
835,0.002716
836,0.979366
837,0.002632
838,0.026940
839,0.004407
840,0.979230
841,0.744811
842,0.021613
843,0.002599
844,0.149725
845,0.979439
846,0.979433
847,0.979439
848,0.029473
849,0.003386
850,0.733223
851,0.979419
852,0.979440
853,0.979440
854,0.002807
855,0.024688
856,0.741632
857,0.081694
858,0.979440
859,0.007209
860,0.020467
861,0.979436
862,0.979436
863,0.038551
864,0.975900
865,0.006762
866,0.004345
867,0.979417
868,0.978472
869,0.979135
870,0.979057
871,0.959237
872,0.002633
873,0.128904
874,0.008788
875,0.979440
876,0.979440
877,0.003920
878,0.979440
879,0.250202
880,0.004427
881,0.979433
882,0.979381
883,0.979440
884,0.002749
885,0.002603
886,0.010648
887,0.013990
888,0.973597
889,0.003197
890,0.867648
891,0.891595
892,0.010050
893,0.979440
894,0.030923
895,0.979440
896,0.012214
897,0.053598
898,0.979374
899,0.004155
900,0.084572
901,0.005085
902,0.004583
903,0.003044
904,0.979440
905,0.979438
906,0.003893
907,0.009722
908,0.979439
909,0.979440
910,0.978899
911,0.004074
912,0.979383
913,0.979440
914,0.972291
915,0.979433
916,0.979380
917,0.021294
918,0.951947
919,0.202920
920,0.003022
921,0.015201
922,0.979440
923,0.003277
924,0.978452
925,0.979423
926,0.975729
927,0.003936
928,0.009612
929,0.010244
930,0.979440
931,0.004025
932,0.017822
933,0.003712
934,0.979438
935,0.979421
936,0.020827
937,0.979298
938,0.979422
939,0.979437
940,0.978856
941,0.977435
942,0.007307
943,0.012352
944,0.003510
945,0.979424
946,0.979413
947,0.004419
948,0.979434
949,0.017622
950,0.979438
951,0.979440
952,0.010604
953,0.007417
954,0.865602
955,0.469439
956,0.010548
957,0.979439
958,0.003928
959,0.003467
960,0.002771
961,0.003373
962,0.979144
963,0.978795
964,0.979437
965,0.117790
966,0.979440
967,0.002738
968,0.979366
969,0.004720
970,0.015041
971,0.960862
972,0.096847
973,0.979440
974,0.979155
975,0.979332
976,0.979435
977,0.976873
978,0.003878
979,0.978914
980,0.003824
981,0.003810
982,0.005512
983,0.060373
984,0.979163
985,0.223207
986,0.019347
987,0.972757
988,0.748811
989,0.003828
990,0.581485
991,0.979440
992,0.002716
993,0.979420
994,0.003860
995,0.869615
996,0.979412
997,0.002941
998,0.017565
999,0.979439
1000,0.979440
1001,0.024820
1002,0.978763
1003,0.979438
1004,0.024898
1005,0.882333
1006,0.002709
1007,0.976088
1008,0.979396
1009,0.002749
1010,0.022029
1011,0.979390
1012,0.002730
1013,0.862138
1014,0.979440
1015,0.005892
1016,0.979434
1017,0.002820
1018,0.979434
1019,0.979437
1020,0.012682
1021,0.004596
1022,0.029669
1023,0.979421
1024,0.979440
1025,0.808995
1026,0.002856
1027,0.978358
1028,0.028176
1029,0.979440
1030,0.979440
1031,0.979247
1032,0.013644
1033,0.979437
1034,0.002952
1035,0.979440
1036,0.459786
1037,0.979133
1038,0.020821
1039,0.021535
1040,0.498857
1041,0.021551
1042,0.979440
1043,0.979440
1044,0.002872
1045,0.977202
1046,0.979440
1047,0.979440
1048,0.002935
1049,0.007841
1050,0.979271
1051,0.014798
1052,0.979400
1053,0.979290
1054,0.979440
1055,0.979268
1056,0.979139
1057,0.005715
1058,0.979440
1059,0.020613
1060,0.843787
1061,0.967982
1062,0.002693
1063,0.979438
1064,0.066515
1065,0.976636
1066,0.024706
1067,0.979404
1068,0.010364
1069,0.004238
1070,0.012078
1071,0.003203
1072,0.979440
1073,0.979440
1074,0.979432
1075,0.916405
1076,0.979232
1077,0.979438
1078,0.002696
1079,0.979439
1080,0.979329
1081,0.026754
1082,0.009413
1083,0.977009
1084,0.978647
1085,0.006004
1086,0.002889
1087,0.007172
1088,0.979242
1089,0.979440
1090,0.978721
1091,0.024265
1092,0.979439
1093,0.979438
1094,0.979440
1095,0.979440
1096,0.979440
1097,0.979402
1098,0.004286
1099,0.005815
1100,0.979439
1101,0.002902
1102,0.979415
1103,0.979440
1104,0.979404
1105,0.002671
1106,0.979437
1107,0.003838
1108,0.004690
1109,0.016017
1110,0.978819
1111,0.014223
1112,0.979439
1113,0.979440
1114,0.977768
1115,0.979424
1116,0.006928
1117,0.002733
1118,0.006201
1119,0.002601
1120,0.853306
1121,0.979106
1122,0.979435
1123,0.016340
1124,0.002852
1125,0.014604
1126,0.979436
1127,0.003293
1128,0.010676
1129,0.978443
1130,0.008181
1131,0.007731
1132,0.002791
1133,0.979256
1134,0.978103
1135,0.017365
1136,0.008643
1137,0.003168
1138,0.015360
1139,0.979440
1140,0.786431
1141,0.979292
1142,0.977786
1143,0.965396
1144,0.979438
1145,0.979341
1146,0.979438
1147,0.020046
1148,0.025010
1149,0.008666
1150,0.979439
1151,0.979333
1152,0.979435
1153,0.938660
1154,0.979389
1155,0.975200
1156,0.862857
1157,0.007863
1158,0.976032
1159,0.003705
1160,0.979439
1161,0.979435
1162,0.004574
1163,0.979440
1164,0.012122
1165,0.979210
1166,0.006586
1167,0.979436
1168,0.011740
1169,0.979422
1170,0.002600
1171,0.979438
1172,0.005007
1173,0.003194
1174,0.020131
1175,0.979440
1176,0.003611
1177,0.979424
1178,0.037088
1179,0.424190
1180,0.007690
1181,0.979438
1182,0.763028
1183,0.979409
1184,0.007650
1185,0.979438
1186,0.003437
1187,0.979385
1188,0.005576
1189,0.979440
1190,0.014672
1191,0.002668
1192,0.979433
1193,0.979429
1194,0.014631
1195,0.009260
1196,0.016004
1197,0.978896
1198,0.979440
1199,0.979025
1200,0.978726
1201,0.967448
1202,0.979439
1203,0.979440
1204,0.979434
1205,0.011729
1206,0.979416
1207,0.937800
1208,0.979440
1209,0.006045
1210,0.979440
1211,0.009942
1212,0.978731
1213,0.003810
1214,0.060357
1215,0.941286
1216,0.979438
1217,0.003336
1218,0.979348
1219,0.015278
1220,0.004110
1221,0.979429
1222,0.979438
1223,0.979440
1224,0.006220
1225,0.979255
1226,0.006659
1227,0.979439
1228,0.978495
1229,0.979440
1230,0.979422
1231,0.979081
1232,0.979439
1233,0.979439
1234,0.004489
1235,0.933579
1236,0.973718
1237,0.039816
1238,0.979434
1239,0.978813
1240,0.004495
1241,0.979440
1242,0.015075
1243,0.002794
1244,0.003151
1245,0.979431
1246,0.025626
1247,0.005177
1248,0.015383
1249,0.978922
1250,0.004620
1251,0.003815
1252,0.005071
1253,0.003239
1254,0.009190
1255,0.979384
1256,0.003472
1257,0.978763
1258,0.044659
1259,0.978711
1260,0.979412
1261,0.979440
1262,0.979419
1263,0.027902
1264,0.972394
1265,0.979440
1266,0.979326
1267,0.979439
1268,0.019738
1269,0.024005
1270,0.003170
1271,0.015862
1272,0.979435
1273,0.978595
1274,0.979439
1275,0.978273
1276,0.979306
1277,0.979384
1278,0.979399
1279,0.979440
1280,0.979192
1281,0.979415
1282,0.102232
1283,0.003186
1284,0.002608
1285,0.962748
1286,0.979440
1287,0.966793
1288,0.979391
1289,0.008339
1290,0.979421
1291,0.979440
1292,0.011911
1293,0.024706
1294,0.979439
1295,0.006255
1296,0.002769
1297,0.029404
1298,0.979250
1299,0.979393
1300,0.006909
1301,0.479454
1302,0.004147
1303,0.977553
1304,0.979425
1305,0.019912
1306,0.975372
1307,0.979438
1308,0.979438
1309,0.021876
1310,0.979439
1311,0.979440
1312,0.979436
1313,0.003086
1314,0.979439
1315,0.021603
1316,0.979438
1317,0.823423
1318,0.587041
1319,0.004257
1320,0.004611
1321,0.979308
1322,0.005249
1323,0.085402
1324,0.979440
1325,0.979382
1326,0.979440
1327,0.933556
1328,0.003643
1329,0.010669
1330,0.019131
1331,0.003170
1332,0.017799
1333,0.978378
1334,0.004271
1335,0.979439
1336,0.979440
1337,0.003877
1338,0.002633
1339,0.969291
1340,0.003480
1341,0.979438
1342,0.979439
1343,0.977797
1344,0.979430
1345,0.612248
1346,0.979440
1347,0.022522
1348,0.979439
1349,0.979440
1350,0.979438
1351,0.979420
1352,0.008148
1353,0.979433
1354,0.979440
1355,0.979436
1356,0.977097
1357,0.006470
1358,0.003985
1359,0.015932
1360,0.978423
1361,0.979437
1362,0.979423
1363,0.002862
1364,0.036977
1365,0.979400
1366,0.978045
1367,0.979440
1368,0.505140
1369,0.979439
1370,0.979211
1371,0.979391
1372,0.979439
1373,0.979439
1374,0.009058
1375,0.977972
1376,0.976709
1377,0.979007
1378,0.345037
1379,0.002634
1380,0.002623
1381,0.979439
1382,0.979432
1383,0.979440
1384,0.979436
1385,0.012817
1386,0.874261
1387,0.979432
1388,0.960426
1389,0.002663
1390,0.972688
1391,0.979292
1392,0.021027
1393,0.979440
1394,0.979440
1395,0.979420
1396,0.979425
1397,0.035688
1398,0.003204
1399,0.015591
1400,0.979418
1401,0.979408
1402,0.979367
1403,0.979438
1404,0.002618
1405,0.003075
1406,0.013487
1407,0.008115
1408,0.979438
1409,0.978372
1410,0.022714
1411,0.024792
1412,0.006389
1413,0.028646
1414,0.979026
1415,0.019898
1416,0.004281
1417,0.002683
1418,0.979440
1419,0.007271
1420,0.978455
1421,0.005474
1422,0.979439
1423,0.979440
1424,0.978657
1425,0.941177
1426,0.017457
1427,0.002856
1428,0.007032
1429,0.003744
1430,0.979418
1431,0.049619
1432,0.977279
1433,0.006803
1434,0.003133
1435,0.004672
1436,0.004545
1437,0.002765
1438,0.979440
1439,0.017540
1440,0.979440
1441,0.979440
1442,0.003217
1443,0.979440
1444,0.003481
1445,0.002751
1446,0.003524
1447,0.019068
1448,0.002853
1449,0.979440
1450,0.060354
1451,0.979440
1452,0.180424
1453,0.003392
1454,0.002939
1455,0.979422
1456,0.979440
1457,0.953364
1458,0.003936
1459,0.018894
1460,0.024523
1461,0.979251
1462,0.979440
1463,0.768169
1464,0.979123
1465,0.979440
1466,0.002698
1467,0.979438
1468,0.003082
1469,0.004018
1470,0.979440
1471,0.977078
1472,0.002648
1473,0.977879
1474,0.002609
1475,0.024965
1476,0.004620
1477,0.979440
1478,0.002636
1479,0.965692
1480,0.979406
1481,0.014784
1482,0.978984
1483,0.978766
1484,0.976319
1485,0.202593
1486,0.002921
1487,0.026318
1488,0.020713
1489,0.003228
1490,0.979092
1491,0.978624
1492,0.004704
1493,0.979418
1494,0.979440
1495,0.979312
1496,0.979439
1497,0.977288
1498,0.979405
1499,0.002604
1500,0.979366
1501,0.028089
1502,0.019395
1503,0.979431
1504,0.979051
1505,0.979005
1506,0.954734
1507,0.004716
1508,0.979439
1509,0.977592
1510,0.979408
1511,0.979439
1512,0.979417
1513,0.979440
1514,0.979403
1515,0.010042
1516,0.003648
1517,0.017701
1518,0.979367
1519,0.979438
1520,0.966271
1521,0.925159
1522,0.979440
1523,0.009461
1524,0.003696
1525,0.979221
1526,0.007906
1527,0.978740
1528,0.979436
1529,0.979434
1530,0.004747
1531,0.979439
1532,0.978854
1533,0.979371
1534,0.003956
1535,0.979434
1536,0.979436
1537,0.007718
1538,0.005315
1539,0.979438
1540,0.979024
1541,0.979431
1542,0.979440
1543,0.006025
1544,0.979337
1545,0.979440
1546,0.979439
1547,0.979400
1548,0.979440
1549,0.979440
1550,0.002717
1551,0.979440
1552,0.979439
1553,0.031352
1554,0.979423
1555,0.979440
1556,0.979438
1557,0.979417
1558,0.979412
1559,0.979407
1560,0.979440
1561,0.192212
1562,0.003112
1563,0.002775
1564,0.941289
1565,0.676118
1566,0.002974
1567,0.964271
1568,0.004839
1569,0.978701
1570,0.979440
1571,0.979440
1572,0.979440
1573,0.979437
1574,0.978964
1575,0.011360
1576,0.015780
1577,0.979438
1578,0.979215
1579,0.972334
1580,0.978913
1581,0.979435
1582,0.978053
1583,0.970597
1584,0.979440
1585,0.979439
1586,0.006987
1587,0.979423
1588,0.032194
1589,0.964400
1590,0.006548
1591,0.003989
1592,0.979437
1593,0.979439
1594,0.011002
1595,0.004072
1596,0.551492
1597,0.017035
1598,0.979396
1599,0.979415
1600,0.977811
1601,0.979440
1602,0.002611
1603,0.006966
1604,0.979440
1605,0.006226
1606,0.015899
1607,0.979436
1608,0.014897
1609,0.979439
1610,0.979440
1611,0.979439
1612,0.979437
1613,0.979440
1614,0.004466
1615,0.869978
1616,0.979440
1617,0.002610
1618,0.979417
1619,0.979440
1620,0.979436
1621,0.011540
1622,0.979439
1623,0.978769
1624,0.979438
1625,0.979416
1626,0.027360
1627,0.003334
1628,0.979115
1629,0.979438
1630,0.004770
1631,0.003407
1632,0.979432
1633,0.979366
1634,0.011691
1635,0.022416
1636,0.003902
1637,0.979413
1638,0.979413
1639,0.953843
1640,0.972108
1641,0.002830
1642,0.979439
1643,0.979428
1644,0.011825
1645,0.979439
1646,0.977948
1647,0.979345
1648,0.972673
1649,0.977934
1650,0.979334
1651,0.979440
1652,0.979438
1653,0.002885
1654,0.008125
1655,0.003858
1656,0.944571
1657,0.977980
1658,0.979071
1659,0.003280
1660,0.979440
1661,0.010450
1662,0.002769
1663,0.002607
1664,0.960810
1665,0.009672
1666,0.010027
1667,0.979440
1668,0.002621
1669,0.979229
1670,0.978343
1671,0.958602
1672,0.979438
1673,0.337914
1674,0.022776
1675,0.978535
1676,0.979439
1677,0.006409
1678,0.979308
1679,0.002611
1680,0.973108
1681,0.979428
1682,0.006206
1683,0.979415
1684,0.979037
1685,0.979439
1686,0.006872
1687,0.979440
1688,0.022887
1689,0.022314
1690,0.979385
1691,0.970089
1692,0.002869
1693,0.005682
1694,0.979434
1695,0.979429
1696,0.007204
1697,0.979440
1698,0.004515
1699,0.002734
1700,0.007147
1701,0.979421
1702,0.979440
1703,0.015407
1704,0.806959
1705,0.003174
1706,0.979405
1707,0.979440
1708,0.002620
1709,0.002867
1710,0.979332
1711,0.014408
1712,0.697110
1713,0.002674
1714,0.011364
1715,0.003796
1716,0.008074
1717,0.018987
1718,0.979440
1719,0.979439
1720,0.004590
1721,0.009166
1722,0.025843
1723,0.029481
1724,0.026409
1725,0.979438
1726,0.979440
1727,0.979439
1728,0.006953
1729,0.979440
1730,0.033692
1731,0.979440
1732,0.002809
1733,0.979440
1734,0.022205
1735,0.530528
1736,0.979440
1737,0.018408
1738,0.957565
1739,0.979439
1740,0.979438
1741,0.947396
1742,0.979440
1743,0.102401
1744,0.976072
1745,0.011334
1746,0.004566
1747,0.002626
1748,0.979379
1749,0.979440
1750,0.003006
1751,0.979438
1752,0.979439
1753,0.011280
1754,0.003079
1755,0.011922
1756,0.979439
1757,0.976955
1758,0.018606
1759,0.979439
1760,0.979440
1761,0.979440
1762,0.979413
1763,0.003256
1764,0.017065
1765,0.979440
1766,0.979440
1767,0.978127
1768,0.979396
1769,0.979440
1770,0.979342
1771,0.979417
1772,0.979440
1773,0.979437
1774,0.979348
1775,0.014914
1776,0.979440
1777,0.003265
1778,0.979440
1779,0.009424
1780,0.145702
1781,0.978462
1782,0.979440
1783,0.010323
1784,0.979438
1785,0.979379
1786,0.003627
1787,0.978384
1788,0.888976
1789,0.011780
1790,0.005466
1791,0.002915
1792,0.979440
1793,0.979437
1794,0.003500
1795,0.002759
1796,0.978779
1797,0.979207
1798,0.979160
1799,0.979440
1800,0.003207
1801,0.979440
1802,0.006809
1803,0.002968
1804,0.978784
1805,0.979440
1806,0.006562
1807,0.979440
1808,0.002897
1809,0.979368
1810,0.036442
1811,0.979439
1812,0.920913
1813,0.979369
1814,0.979364
1815,0.979440
1816,0.979431
1817,0.978852
1818,0.003381
1819,0.979265
1820,0.002603
1821,0.003006
1822,0.011690
1823,0.019785
1824,0.979440
1825,0.979440
1826,0.979440
1827,0.979427
1828,0.979396
1829,0.025793
1830,0.979439
1831,0.978795
1832,0.021819
1833,0.979426
1834,0.979423
1835,0.979438
1836,0.890370
1837,0.345636
1838,0.002822
1839,0.979439
1840,0.979440
1841,0.002667
1842,0.979438
1843,0.080509
1844,0.979223
1845,0.979440
1846,0.007368
1847,0.979168
1848,0.189430
1849,0.015354
1850,0.978766
1851,0.979440
1852,0.025051
1853,0.958519
1854,0.979438
1855,0.979440
1856,0.979436
1857,0.029796
1858,0.003484
1859,0.020619
1860,0.979437
1861,0.979360
1862,0.005443
1863,0.979439
1864,0.979439
1865,0.979399
1866,0.979436
1867,0.978975
1868,0.979438
1869,0.979439
1870,0.002834
1871,0.125856
