MoleculeId,PredictedProbability
402,0.937863
403,0.072134
404,0.912207
405,0.321460
406,0.068501
407,0.947435
408,0.776655
409,0.082025
410,0.844192
411,0.949841
412,0.955120
413,0.901331
414,0.249416
415,0.592037
416,0.895984
417,0.930834
418,0.934619
419,0.417706
420,0.275521
421,0.377024
422,0.319933
423,0.769789
424,0.929851
425,0.856340
426,0.098775
427,0.885712
428,0.914695
429,0.783511
430,0.118308
431,0.944474
432,0.905275
433,0.074028
434,0.223514
435,0.922353
436,0.151131
437,0.813426
438,0.455712
439,0.059723
440,0.087689
441,0.681256
442,0.834825
443,0.902743
444,0.080432
445,0.917491
446,0.849686
447,0.058856
448,0.054479
449,0.060466
450,0.884343
451,0.398529
452,0.796879
453,0.097227
454,0.831888
455,0.883621
456,0.714755
457,0.629925
458,0.725864
459,0.094931
460,0.941596
461,0.067148
462,0.910131
463,0.936099
464,0.861431
465,0.454243
466,0.356256
467,0.099982
468,0.336711
469,0.701650
470,0.113479
471,0.124889
472,0.945237
473,0.073885
474,0.075841
475,0.789198
476,0.146736
477,0.878147
478,0.852949
479,0.119961
480,0.059916
481,0.575943
482,0.490850
483,0.933068
484,0.859325
485,0.071648
486,0.831865
487,0.182228
488,0.465905
489,0.522190
490,0.126054
491,0.156004
492,0.589054
493,0.835614
494,0.942797
495,0.227601
496,0.766760
497,0.079110
498,0.076293
499,0.052547
500,0.204336
501,0.553045
502,0.338991
503,0.841103
504,0.080594
505,0.861269
506,0.659414
507,0.113524
508,0.118546
509,0.933758
510,0.083269
511,0.936127
512,0.912748
513,0.420034
514,0.928669
515,0.858407
516,0.120909
517,0.183420
518,0.053986
519,0.099746
520,0.844040
521,0.313255
522,0.875532
523,0.943257
524,0.364775
525,0.102494
526,0.068078
527,0.743618
528,0.947617
529,0.113305
530,0.252915
531,0.443429
532,0.088268
533,0.889747
534,0.241640
535,0.110778
536,0.053007
537,0.930167
538,0.064876
539,0.923854
540,0.528889
541,0.076388
542,0.078131
543,0.832166
544,0.869209
545,0.954681
546,0.294568
547,0.656189
548,0.939751
549,0.961293
550,0.730693
551,0.275191
552,0.170481
553,0.088758
554,0.279962
555,0.064397
556,0.329924
557,0.174989
558,0.433176
559,0.896756
560,0.943174
561,0.899858
562,0.960734
563,0.644969
564,0.279279
565,0.090674
566,0.077965
567,0.152559
568,0.858323
569,0.916465
570,0.163945
571,0.927770
572,0.940313
573,0.178720
574,0.863378
575,0.715767
576,0.713885
577,0.851248
578,0.391071
579,0.532960
580,0.180693
581,0.821464
582,0.943627
583,0.089008
584,0.905342
585,0.737102
586,0.832164
587,0.968849
588,0.845769
589,0.136536
590,0.837251
591,0.823693
592,0.056872
593,0.925994
594,0.948611
595,0.950483
596,0.088947
597,0.078817
598,0.896396
599,0.882012
600,0.947933
601,0.066130
602,0.430690
603,0.960233
604,0.873967
605,0.892186
606,0.076634
607,0.789805
608,0.221609
609,0.236761
610,0.720835
611,0.341858
612,0.886698
613,0.954475
614,0.552554
615,0.949199
616,0.408908
617,0.757455
618,0.887069
619,0.055808
620,0.567984
621,0.869078
622,0.904746
623,0.830097
624,0.113320
625,0.100780
626,0.950677
627,0.123726
628,0.935861
629,0.289334
630,0.132156
631,0.099172
632,0.500976
633,0.938506
634,0.957059
635,0.933142
636,0.897198
637,0.954785
638,0.077777
639,0.924813
640,0.643184
641,0.377490
642,0.151259
643,0.086781
644,0.137638
645,0.214815
646,0.537004
647,0.059322
648,0.965217
649,0.607118
650,0.868638
651,0.886485
652,0.235035
653,0.094179
654,0.157553
655,0.147174
656,0.942464
657,0.660532
658,0.824717
659,0.195406
660,0.116296
661,0.407574
662,0.754986
663,0.091639
664,0.748586
665,0.659195
666,0.421707
667,0.599662
668,0.916970
669,0.390251
670,0.910887
671,0.070238
672,0.937222
673,0.899140
674,0.929592
675,0.928414
676,0.073654
677,0.386460
678,0.118572
679,0.930056
680,0.055251
681,0.545516
682,0.870508
683,0.896868
684,0.924514
685,0.955848
686,0.163177
687,0.134066
688,0.766692
689,0.080805
690,0.943235
691,0.096547
692,0.846806
693,0.803535
694,0.934937
695,0.100797
696,0.759276
697,0.739827
698,0.859007
699,0.662191
700,0.803041
701,0.531890
702,0.061493
703,0.733147
704,0.899325
705,0.899095
706,0.317084
707,0.953597
708,0.891944
709,0.793867
710,0.932970
711,0.088543
712,0.744642
713,0.788018
714,0.667459
715,0.941362
716,0.601989
717,0.794748
718,0.917724
719,0.954300
720,0.774300
721,0.947388
722,0.426651
723,0.483944
724,0.236639
725,0.687743
726,0.058759
727,0.299618
728,0.113688
729,0.069881
730,0.867129
731,0.419095
732,0.899403
733,0.787333
734,0.556755
735,0.108501
736,0.268066
737,0.109124
738,0.061472
739,0.689586
740,0.863283
741,0.304224
742,0.709875
743,0.068251
744,0.823916
745,0.900416
746,0.068955
747,0.102190
748,0.223876
749,0.902934
750,0.835024
751,0.067418
752,0.744268
753,0.660529
754,0.909071
755,0.777326
756,0.855175
757,0.839651
758,0.554390
759,0.922320
760,0.519139
761,0.792186
762,0.534201
763,0.957317
764,0.951727
765,0.924927
766,0.342887
767,0.946880
768,0.737921
769,0.402646
770,0.917607
771,0.064306
772,0.191194
773,0.126372
774,0.073167
775,0.408058
776,0.923298
777,0.815876
778,0.879532
779,0.053778
780,0.944195
781,0.944978
782,0.895085
783,0.061862
784,0.965929
785,0.153932
786,0.954543
787,0.937142
788,0.920603
789,0.114368
790,0.081289
791,0.217747
792,0.092714
793,0.136032
794,0.069655
795,0.770898
796,0.964036
797,0.847498
798,0.094568
799,0.725542
800,0.947442
801,0.059597
802,0.905861
803,0.311222
804,0.928330
805,0.929025
806,0.931856
807,0.617459
808,0.439425
809,0.156756
810,0.206710
811,0.665324
812,0.656739
813,0.944839
814,0.886983
815,0.089475
816,0.902941
817,0.171977
818,0.939504
819,0.124574
820,0.651002
821,0.089236
822,0.803792
823,0.056062
824,0.064605
825,0.198205
826,0.957929
827,0.887761
828,0.861319
829,0.933778
830,0.897509
831,0.808495
832,0.903623
833,0.228276
834,0.900202
835,0.095392
836,0.815719
837,0.320806
838,0.309844
839,0.447743
840,0.936193
841,0.814812
842,0.098902
843,0.076887
844,0.060284
845,0.826665
846,0.876043
847,0.877910
848,0.190627
849,0.068560
850,0.322039
851,0.655282
852,0.940208
853,0.905080
854,0.056273
855,0.882533
856,0.456503
857,0.749250
858,0.858615
859,0.201878
860,0.068796
861,0.932742
862,0.945010
863,0.674998
864,0.754503
865,0.199627
866,0.264718
867,0.699579
868,0.877796
869,0.906906
870,0.837915
871,0.690588
872,0.823284
873,0.816406
874,0.153288
875,0.950246
876,0.875457
877,0.195969
878,0.898503
879,0.951981
880,0.196425
881,0.952146
882,0.654619
883,0.883298
884,0.096465
885,0.408710
886,0.103357
887,0.811249
888,0.593734
889,0.060043
890,0.065593
891,0.782536
892,0.262647
893,0.925735
894,0.893151
895,0.393292
896,0.676075
897,0.811494
898,0.358962
899,0.093924
900,0.868033
901,0.055277
902,0.230965
903,0.070066
904,0.954051
905,0.917646
906,0.288474
907,0.690658
908,0.896371
909,0.953981
910,0.167427
911,0.297432
912,0.708741
913,0.920544
914,0.812196
915,0.917943
916,0.843109
917,0.100405
918,0.771945
919,0.097581
920,0.088796
921,0.127269
922,0.948265
923,0.066106
924,0.475654
925,0.889469
926,0.055840
927,0.130138
928,0.270850
929,0.067134
930,0.903411
931,0.131783
932,0.609163
933,0.052947
934,0.951929
935,0.709146
936,0.064708
937,0.887532
938,0.861611
939,0.947099
940,0.133999
941,0.851446
942,0.094430
943,0.059772
944,0.456289
945,0.158272
946,0.899189
947,0.274440
948,0.876298
949,0.072268
950,0.697005
951,0.950691
952,0.136125
953,0.297894
954,0.085242
955,0.438124
956,0.109639
957,0.681833
958,0.261222
959,0.066175
960,0.065046
961,0.140748
962,0.260901
963,0.438147
964,0.965904
965,0.077946
966,0.933829
967,0.212914
968,0.799840
969,0.094111
970,0.120820
971,0.063226
972,0.529794
973,0.844645
974,0.940625
975,0.906101
976,0.585609
977,0.852476
978,0.154155
979,0.741167
980,0.080713
981,0.159774
982,0.152652
983,0.813283
984,0.957124
985,0.799508
986,0.085664
987,0.898734
988,0.903869
989,0.207258
990,0.214831
991,0.850441
992,0.394527
993,0.837658
994,0.067056
995,0.419079
996,0.828145
997,0.868324
998,0.169876
999,0.885620
1000,0.875512
1001,0.106212
1002,0.737540
1003,0.879870
1004,0.347346
1005,0.855890
1006,0.081989
1007,0.422369
1008,0.955357
1009,0.235858
1010,0.094199
1011,0.359717
1012,0.098351
1013,0.576902
1014,0.105669
1015,0.186223
1016,0.842332
1017,0.611299
1018,0.865122
1019,0.735441
1020,0.293972
1021,0.718994
1022,0.422129
1023,0.901042
1024,0.947312
1025,0.795573
1026,0.422695
1027,0.571195
1028,0.608712
1029,0.950885
1030,0.940370
1031,0.917686
1032,0.213010
1033,0.908426
1034,0.054084
1035,0.851626
1036,0.749825
1037,0.605596
1038,0.801534
1039,0.675974
1040,0.600749
1041,0.120074
1042,0.955183
1043,0.875032
1044,0.639056
1045,0.894266
1046,0.808794
1047,0.944077
1048,0.878750
1049,0.170709
1050,0.808391
1051,0.157451
1052,0.449328
1053,0.929319
1054,0.777933
1055,0.340689
1056,0.708742
1057,0.057344
1058,0.942606
1059,0.278726
1060,0.791573
1061,0.175048
1062,0.054528
1063,0.801689
1064,0.715037
1065,0.739961
1066,0.074644
1067,0.312678
1068,0.785697
1069,0.600482
1070,0.184265
1071,0.218525
1072,0.896810
1073,0.922799
1074,0.953914
1075,0.336489
1076,0.747984
1077,0.900983
1078,0.212734
1079,0.643609
1080,0.957651
1081,0.785678
1082,0.113057
1083,0.686157
1084,0.673057
1085,0.081212
1086,0.268295
1087,0.539121
1088,0.731494
1089,0.876308
1090,0.445371
1091,0.234938
1092,0.935625
1093,0.949727
1094,0.891152
1095,0.950045
1096,0.767619
1097,0.904252
1098,0.103719
1099,0.061136
1100,0.902550
1101,0.271979
1102,0.852350
1103,0.878145
1104,0.567655
1105,0.460118
1106,0.897132
1107,0.895510
1108,0.056816
1109,0.087031
1110,0.820155
1111,0.206282
1112,0.847929
1113,0.868418
1114,0.108396
1115,0.749792
1116,0.085111
1117,0.950072
1118,0.081232
1119,0.086996
1120,0.436456
1121,0.946514
1122,0.925599
1123,0.936011
1124,0.900769
1125,0.102411
1126,0.881774
1127,0.068023
1128,0.374670
1129,0.776316
1130,0.080593
1131,0.109758
1132,0.056616
1133,0.802957
1134,0.784545
1135,0.579810
1136,0.081382
1137,0.786827
1138,0.576341
1139,0.734367
1140,0.522794
1141,0.430594
1142,0.825046
1143,0.613181
1144,0.626470
1145,0.347139
1146,0.840302
1147,0.439058
1148,0.151126
1149,0.813023
1150,0.945228
1151,0.657432
1152,0.893964
1153,0.056909
1154,0.945839
1155,0.914689
1156,0.606915
1157,0.055834
1158,0.349624
1159,0.059249
1160,0.941529
1161,0.461937
1162,0.386955
1163,0.914630
1164,0.092771
1165,0.470806
1166,0.088889
1167,0.932337
1168,0.071576
1169,0.878373
1170,0.066836
1171,0.839260
1172,0.942864
1173,0.373897
1174,0.566024
1175,0.946469
1176,0.061675
1177,0.864473
1178,0.874805
1179,0.215505
1180,0.151919
1181,0.953048
1182,0.937996
1183,0.606039
1184,0.085276
1185,0.849949
1186,0.589101
1187,0.507656
1188,0.182385
1189,0.930285
1190,0.518425
1191,0.054542
1192,0.342674
1193,0.862372
1194,0.406688
1195,0.920503
1196,0.061283
1197,0.836860
1198,0.904610
1199,0.720710
1200,0.308669
1201,0.942044
1202,0.924369
1203,0.926714
1204,0.935127
1205,0.254163
1206,0.522668
1207,0.847417
1208,0.636173
1209,0.146808
1210,0.902366
1211,0.227885
1212,0.835040
1213,0.203380
1214,0.315376
1215,0.399602
1216,0.628366
1217,0.081449
1218,0.783990
1219,0.673877
1220,0.354645
1221,0.923961
1222,0.925229
1223,0.895476
1224,0.104646
1225,0.832174
1226,0.933533
1227,0.748766
1228,0.781469
1229,0.873195
1230,0.659356
1231,0.899058
1232,0.945719
1233,0.906709
1234,0.314140
1235,0.610924
1236,0.798667
1237,0.165459
1238,0.944037
1239,0.391351
1240,0.080270
1241,0.924285
1242,0.076534
1243,0.057379
1244,0.059804
1245,0.443043
1246,0.103285
1247,0.081819
1248,0.068044
1249,0.718234
1250,0.262856
1251,0.089240
1252,0.736862
1253,0.606679
1254,0.797343
1255,0.658059
1256,0.498971
1257,0.759350
1258,0.338270
1259,0.699760
1260,0.849715
1261,0.861684
1262,0.795390
1263,0.917455
1264,0.902060
1265,0.903639
1266,0.852007
1267,0.935518
1268,0.902570
1269,0.087332
1270,0.248189
1271,0.202169
1272,0.822576
1273,0.682387
1274,0.934444
1275,0.753226
1276,0.773807
1277,0.906600
1278,0.872115
1279,0.851655
1280,0.710457
1281,0.845791
1282,0.852991
1283,0.108490
1284,0.090766
1285,0.335329
1286,0.922887
1287,0.640654
1288,0.551910
1289,0.515650
1290,0.963729
1291,0.708214
1292,0.790627
1293,0.076698
1294,0.927718
1295,0.241279
1296,0.113999
1297,0.064958
1298,0.604031
1299,0.917097
1300,0.097367
1301,0.288325
1302,0.104951
1303,0.794179
1304,0.398972
1305,0.092910
1306,0.832921
1307,0.958422
1308,0.705437
1309,0.881831
1310,0.829622
1311,0.902973
1312,0.898620
1313,0.868874
1314,0.289695
1315,0.347620
1316,0.769116
1317,0.470119
1318,0.099538
1319,0.054471
1320,0.772175
1321,0.827167
1322,0.249146
1323,0.072625
1324,0.772889
1325,0.923010
1326,0.949750
1327,0.188873
1328,0.085221
1329,0.551420
1330,0.866301
1331,0.180630
1332,0.706289
1333,0.893390
1334,0.144451
1335,0.839893
1336,0.397022
1337,0.218315
1338,0.433359
1339,0.146371
1340,0.116715
1341,0.964638
1342,0.902452
1343,0.875722
1344,0.863854
1345,0.947057
1346,0.896261
1347,0.859877
1348,0.943933
1349,0.954583
1350,0.852890
1351,0.816998
1352,0.169108
1353,0.792370
1354,0.880576
1355,0.724837
1356,0.482701
1357,0.822163
1358,0.063813
1359,0.079210
1360,0.799810
1361,0.916123
1362,0.599048
1363,0.232228
1364,0.748941
1365,0.928146
1366,0.799155
1367,0.959465
1368,0.817245
1369,0.948420
1370,0.916225
1371,0.810727
1372,0.950869
1373,0.919387
1374,0.055535
1375,0.494840
1376,0.381762
1377,0.722635
1378,0.320288
1379,0.083332
1380,0.129909
1381,0.904491
1382,0.753358
1383,0.458919
1384,0.935489
1385,0.087210
1386,0.743858
1387,0.902799
1388,0.755671
1389,0.062268
1390,0.801517
1391,0.367008
1392,0.895913
1393,0.961149
1394,0.895237
1395,0.704980
1396,0.921958
1397,0.167090
1398,0.069666
1399,0.384746
1400,0.939288
1401,0.584225
1402,0.897779
1403,0.954651
1404,0.052634
1405,0.101810
1406,0.453105
1407,0.092886
1408,0.800777
1409,0.539367
1410,0.923382
1411,0.488391
1412,0.888062
1413,0.881259
1414,0.818649
1415,0.904292
1416,0.223168
1417,0.778168
1418,0.938424
1419,0.865533
1420,0.781507
1421,0.057605
1422,0.588644
1423,0.887850
1424,0.229537
1425,0.071751
1426,0.627587
1427,0.097431
1428,0.062620
1429,0.226404
1430,0.895176
1431,0.841644
1432,0.768910
1433,0.184734
1434,0.169334
1435,0.400337
1436,0.298016
1437,0.056040
1438,0.956811
1439,0.070074
1440,0.921085
1441,0.723544
1442,0.197011
1443,0.670874
1444,0.086768
1445,0.138438
1446,0.064011
1447,0.153223
1448,0.075023
1449,0.930067
1450,0.902939
1451,0.961877
1452,0.404232
1453,0.553403
1454,0.682400
1455,0.705728
1456,0.818275
1457,0.789974
1458,0.718214
1459,0.872354
1460,0.322739
1461,0.388007
1462,0.932373
1463,0.833530
1464,0.790802
1465,0.912924
1466,0.066393
1467,0.855201
1468,0.070725
1469,0.672527
1470,0.966270
1471,0.711450
1472,0.831354
1473,0.947838
1474,0.198193
1475,0.061337
1476,0.491354
1477,0.828027
1478,0.503476
1479,0.897654
1480,0.950265
1481,0.080322
1482,0.267439
1483,0.467535
1484,0.928394
1485,0.084597
1486,0.089514
1487,0.378974
1488,0.225280
1489,0.086283
1490,0.945435
1491,0.917374
1492,0.064021
1493,0.354258
1494,0.570862
1495,0.725610
1496,0.910931
1497,0.925086
1498,0.820737
1499,0.103522
1500,0.887525
1501,0.191463
1502,0.175636
1503,0.674450
1504,0.875533
1505,0.701206
1506,0.060933
1507,0.295428
1508,0.944726
1509,0.819617
1510,0.861728
1511,0.841709
1512,0.589450
1513,0.910467
1514,0.471352
1515,0.082839
1516,0.096607
1517,0.156172
1518,0.816211
1519,0.348322
1520,0.062077
1521,0.197920
1522,0.885273
1523,0.235765
1524,0.076671
1525,0.866987
1526,0.055345
1527,0.417257
1528,0.767959
1529,0.927036
1530,0.106680
1531,0.878914
1532,0.872713
1533,0.254522
1534,0.092440
1535,0.711937
1536,0.895452
1537,0.297711
1538,0.232482
1539,0.939379
1540,0.709280
1541,0.877450
1542,0.906507
1543,0.052667
1544,0.925863
1545,0.882191
1546,0.751628
1547,0.661907
1548,0.923818
1549,0.474832
1550,0.319981
1551,0.953322
1552,0.896739
1553,0.677702
1554,0.556421
1555,0.893881
1556,0.946612
1557,0.565873
1558,0.946227
1559,0.945147
1560,0.900434
1561,0.770673
1562,0.404249
1563,0.053853
1564,0.916716
1565,0.761058
1566,0.223540
1567,0.896981
1568,0.142191
1569,0.570111
1570,0.798811
1571,0.920495
1572,0.854361
1573,0.777591
1574,0.242434
1575,0.081464
1576,0.827473
1577,0.505646
1578,0.659442
1579,0.640131
1580,0.770730
1581,0.825596
1582,0.948507
1583,0.305832
1584,0.897378
1585,0.306469
1586,0.884719
1587,0.921031
1588,0.853224
1589,0.367172
1590,0.078440
1591,0.060674
1592,0.639639
1593,0.888411
1594,0.831811
1595,0.759127
1596,0.710418
1597,0.920543
1598,0.940131
1599,0.861490
1600,0.921364
1601,0.949729
1602,0.080185
1603,0.081232
1604,0.919836
1605,0.059765
1606,0.305853
1607,0.930077
1608,0.061209
1609,0.929229
1610,0.948823
1611,0.802618
1612,0.711281
1613,0.915265
1614,0.078032
1615,0.701749
1616,0.619266
1617,0.066488
1618,0.916884
1619,0.951424
1620,0.917037
1621,0.591147
1622,0.931673
1623,0.120228
1624,0.948468
1625,0.822508
1626,0.094491
1627,0.076353
1628,0.437248
1629,0.880372
1630,0.068540
1631,0.315121
1632,0.925130
1633,0.926216
1634,0.078803
1635,0.131421
1636,0.082625
1637,0.727555
1638,0.892715
1639,0.121594
1640,0.691780
1641,0.116083
1642,0.940496
1643,0.498377
1644,0.078606
1645,0.935699
1646,0.792781
1647,0.800023
1648,0.808033
1649,0.940372
1650,0.296320
1651,0.951162
1652,0.922266
1653,0.771269
1654,0.884047
1655,0.072224
1656,0.857248
1657,0.275402
1658,0.735861
1659,0.094956
1660,0.928339
1661,0.192201
1662,0.068455
1663,0.155879
1664,0.647053
1665,0.237006
1666,0.202799
1667,0.808423
1668,0.087292
1669,0.923949
1670,0.874813
1671,0.267752
1672,0.897292
1673,0.391274
1674,0.174834
1675,0.754356
1676,0.949513
1677,0.062876
1678,0.856943
1679,0.074591
1680,0.832717
1681,0.923227
1682,0.079497
1683,0.937132
1684,0.240805
1685,0.833495
1686,0.113861
1687,0.945931
1688,0.793915
1689,0.221161
1690,0.941502
1691,0.343872
1692,0.072129
1693,0.095995
1694,0.955502
1695,0.712690
1696,0.099977
1697,0.867317
1698,0.084904
1699,0.088642
1700,0.089649
1701,0.814561
1702,0.965812
1703,0.069885
1704,0.556920
1705,0.121318
1706,0.876892
1707,0.836815
1708,0.083972
1709,0.733568
1710,0.063421
1711,0.462543
1712,0.798972
1713,0.067855
1714,0.654148
1715,0.621160
1716,0.065899
1717,0.913729
1718,0.898956
1719,0.947459
1720,0.772833
1721,0.109648
1722,0.091085
1723,0.325115
1724,0.241227
1725,0.845599
1726,0.886216
1727,0.923578
1728,0.901848
1729,0.901668
1730,0.887084
1731,0.810348
1732,0.189966
1733,0.655709
1734,0.858793
1735,0.806203
1736,0.947658
1737,0.072089
1738,0.920748
1739,0.938729
1740,0.895732
1741,0.732671
1742,0.901600
1743,0.541213
1744,0.781376
1745,0.069963
1746,0.415674
1747,0.083229
1748,0.925622
1749,0.965576
1750,0.610030
1751,0.952537
1752,0.845308
1753,0.867209
1754,0.537833
1755,0.078216
1756,0.900946
1757,0.362987
1758,0.137175
1759,0.942383
1760,0.896528
1761,0.933693
1762,0.879690
1763,0.066765
1764,0.324293
1765,0.903397
1766,0.953738
1767,0.875466
1768,0.417122
1769,0.929241
1770,0.705257
1771,0.838261
1772,0.894797
1773,0.814956
1774,0.792705
1775,0.372654
1776,0.776377
1777,0.064495
1778,0.933135
1779,0.075280
1780,0.269810
1781,0.908537
1782,0.805271
1783,0.122736
1784,0.916358
1785,0.816970
1786,0.054869
1787,0.436128
1788,0.370313
1789,0.160011
1790,0.113123
1791,0.623030
1792,0.954670
1793,0.949795
1794,0.064515
1795,0.067422
1796,0.830567
1797,0.349489
1798,0.856295
1799,0.852529
1800,0.432940
1801,0.921906
1802,0.058550
1803,0.094850
1804,0.937531
1805,0.952541
1806,0.330180
1807,0.897760
1808,0.577419
1809,0.706919
1810,0.925641
1811,0.762514
1812,0.608550
1813,0.576748
1814,0.892434
1815,0.926435
1816,0.905302
1817,0.913440
1818,0.623677
1819,0.945850
1820,0.125175
1821,0.113934
1822,0.395927
1823,0.865399
1824,0.933838
1825,0.896905
1826,0.964431
1827,0.887080
1828,0.905922
1829,0.785540
1830,0.948765
1831,0.622571
1832,0.097605
1833,0.763777
1834,0.794471
1835,0.350975
1836,0.905793
1837,0.080464
1838,0.697217
1839,0.962017
1840,0.855242
1841,0.124102
1842,0.843937
1843,0.330798
1844,0.347975
1845,0.872217
1846,0.290520
1847,0.841878
1848,0.823115
1849,0.405529
1850,0.755478
1851,0.866070
1852,0.125311
1853,0.396578
1854,0.947399
1855,0.922764
1856,0.925677
1857,0.789152
1858,0.116245
1859,0.109625
1860,0.884794
1861,0.896010
1862,0.062815
1863,0.589389
1864,0.842764
1865,0.783727
1866,0.722017
1867,0.685241
1868,0.939912
1869,0.892093
1870,0.132018
1871,0.934092
